0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02
1.010101010101010083e-01,9.607608379252935427e-02,3.451961958103735242e+02
2.020202020202020166e-01,1.829215694373779177e-01,3.408539215281311385e+02
3.030303030303030387e-01,2.614232916399190088e-01,3.369288354180040983e+02
4.040404040404040331e-01,3.323828436245151452e-01,3.333808578187743024e+02
5.050505050505050830e-01,3.965248929878202322e-01,3.301737553506090421e+02
6.060606060606060774e-01,4.545044249490288180e-01,3.272747787525485705e+02
7.070707070707070718e-01,5.069135097681103375e-01,3.246543245115944387e+02
8.080808080808080662e-01,5.542873305142052009e-01,3.222856334742896820e+02
9.090909090909090606e-01,5.971096437799210399e-01,3.201445178110039365e+02
1.010101010101010166e+00,6.358177989982323197e-01,3.182091100500883272e+02
1.111111111111111160e+00,6.708070161128710795e-01,3.164596491943564729e+02
1.212121212121212155e+00,7.024346007090951360e-01,3.148782699645452681e+02
1.313131313131313149e+00,7.310235238668404412e-01,3.134488238066579697e+02
1.414141414141414144e+00,7.568657374645939573e-01,3.121567131267702848e+02
1.515151515151515138e+00,7.802251300454773331e-01,3.109887434977260909e+02
1.616161616161616132e+00,8.013402431495434408e-01,3.099329878425227776e+02
1.717171717171717127e+00,8.204266993678882569e-01,3.089786650316055443e+02
1.818181818181818121e+00,8.376794065839107128e-01,3.081160296708044370e+02
1.919191919191919116e+00,8.532745388165119405e-01,3.073362730591744025e+02
2.020202020202020332e+00,8.673713519953983875e-01,3.066314324002300964e+02
2.121212121212121104e+00,8.801137968538497169e-01,3.059943101573075523e+02
2.222222222222222321e+00,8.916319974863252673e-01,3.054184001256837746e+02
2.323232323232323093e+00,9.020435754473364875e-01,3.048978212276332442e+02
2.424242424242424310e+00,9.114548475369825820e-01,3.044272576231509220e+02
2.525252525252525082e+00,9.199619218191142922e-01,3.040019039090443016e+02
2.626262626262626299e+00,9.276516702355227517e-01,3.036174164882239097e+02
2.727272727272727071e+00,9.346026162555134409e-01,3.032698691872243444e+02
2.828282828282828287e+00,9.408857431319848086e-01,3.029557128434008177e+02
2.929292929292929060e+00,9.465652138538208638e-01,3.026717393073089966e+02
3.030303030303030276e+00,9.516990221458778709e-01,3.024150488927061247e+02
3.131313131313131048e+00,9.563395858578361830e-01,3.021830207071081986e+02
3.232323232323232265e+00,9.605343030499207124e-01,3.019732848475039759e+02
3.333333333333333481e+00,9.643260096017035599e-01,3.017836995199148191e+02
3.434343434343434254e+00,9.677534259602864619e-01,3.016123287019856889e+02
3.535353535353535470e+00,9.708515515945105312e-01,3.014574224202744404e+02
3.636363636363636243e+00,9.736520211219040766e-01,3.013173989439047205e+02
3.737373737373737459e+00,9.761834312623089982e-01,3.011908284368844875e+02
3.838383838383838231e+00,9.784716338682907244e-01,3.010764183065854240e+02
3.939393939393939448e+00,9.805399959410315835e-01,3.009730002029483558e+02
4.040404040404040664e+00,9.824096375924776803e-01,3.008795181203760762e+02
4.141414141414140992e+00,9.840996504859851335e-01,3.007950174757007176e+02
4.242424242424242209e+00,9.856272936715174682e-01,3.007186353164240700e+02
4.343434343434343425e+00,9.870081667162292627e-01,3.006495916641884492e+02
4.444444444444444642e+00,9.882563713456503640e-01,3.005871814327173865e+02
4.545454545454544970e+00,9.893846535335257819e-01,3.005307673233236301e+02
4.646464646464646187e+00,9.904045346224303881e-01,3.004797732688783753e+02
4.747474747474747403e+00,9.913264290357455266e-01,3.004336785482126402e+02
4.848484848484848619e+00,9.921597517896076912e-01,3.003920124105194986e+02
4.949494949494949836e+00,9.929130122481678589e-01,3.003543493875914692e+02
5.050505050505050164e+00,9.935939023729410957e-01,3.003203048813528540e+02
5.151515151515151381e+00,9.942093747831757256e-01,3.002895312608411018e+02
5.252525252525252597e+00,9.947657152703467398e-01,3.002617142364826464e+02
5.353535353535353813e+00,9.952686049546451974e-01,3.002365697522677124e+02
5.454545454545454142e+00,9.957231790818577011e-01,3.002138410459070883e+02
5.555555555555555358e+00,9.961340802145688400e-01,3.001932959892715189e+02
5.656565656565656575e+00,9.965055038234883478e-01,3.001747248088255446e+02
5.757575757575757791e+00,9.968412416695525691e-01,3.001579379165223713e+02
5.858585858585858119e+00,9.971447236443974349e-01,3.001427638177801214e+02
5.959595959595959336e+00,9.974190474223724179e-01,3.001290476288813807e+02
6.060606060606060552e+00,9.976670158516519615e-01,3.001166492074174243e+02
6.161616161616161769e+00,9.978911599166507829e-01,3.001054420041675144e+02
6.262626262626262097e+00,9.980937694690560358e-01,3.000953115265472206e+02
6.363636363636363313e+00,9.982769128247660495e-01,3.000861543587617462e+02
6.464646464646464530e+00,9.984424604541397574e-01,3.000778769772930445e+02
6.565656565656565746e+00,9.985921029694451168e-01,3.000703948515277943e+02
6.666666666666666963e+00,9.987273685523058164e-01,3.000636315723847929e+02
6.767676767676767291e+00,9.988496389731865710e-01,3.000575180513407076e+02
6.868686868686868507e+00,9.989601612002521058e-01,3.000519919399874311e+02
6.969696969696969724e+00,9.990600650830413487e-01,3.000469967458479914e+02
7.070707070707070940e+00,9.991503704409638864e-01,3.000424814779518101e+02
7.171717171717171269e+00,9.992319994709003561e-01,3.000384000264550082e+02
7.272727272727272485e+00,9.993057862684427972e-01,3.000347106865779097e+02
7.373737373737373701e+00,9.993724835564683495e-01,3.000313758221765852e+02
7.474747474747474918e+00,9.994327731402634640e-01,3.000283613429867842e+02
7.575757575757575246e+00,9.994872701966875939e-01,3.000256364901656525e+02
7.676767676767676463e+00,9.995365312315193096e-01,3.000231734384240667e+02
