7.777777777777777679e+00,9.995810596156790018e-01,3.000209470192160666e+02
7.878787878787878896e+00,9.996213097017447868e-01,3.000189345149128144e+02
7.979797979797979224e+00,9.996576929270266643e-01,3.000171153536487054e+02
8.080808080808081328e+00,9.996905805983257176e-01,3.000154709700837543e+02
8.181818181818181657e+00,9.997203083563691584e-01,3.000139845821815356e+02
8.282828282828281985e+00,9.997471801506737643e-01,3.000126409924663449e+02
8.383838383838384090e+00,9.997714701760477274e-01,3.000114264911975965e+02
8.484848484848484418e+00,9.997934270011857860e-01,3.000103286499407318e+02
8.585858585858586522e+00,9.998132742732724898e-01,3.000093362863363495e+02
8.686868686868686851e+00,9.998312138710667707e-01,3.000084393064466326e+02
8.787878787878787179e+00,9.998474294368085991e-01,3.000076285281595574e+02
8.888888888888889284e+00,9.998620870315904074e-01,3.000068956484204818e+02
8.989898989898989612e+00,9.998753367245836188e-01,3.000062331637708439e+02
9.090909090909089940e+00,9.998873129099914436e-01,3.000056343545004438e+02
9.191919191919192045e+00,9.998981387406564725e-01,3.000050930629672052e+02
9.292929292929292373e+00,9.999079253567420000e-01,3.000046037321629910e+02
9.393939393939394478e+00,9.999167713716043959e-01,3.000041614314198455e+02
9.494949494949494806e+00,9.999247675770185362e-01,3.000037616211491240e+02
9.595959595959595134e+00,9.999319958441847955e-01,3.000034002077907758e+02
9.696969696969697239e+00,9.999385291927532782e-01,3.000030735403623794e+02
9.797979797979797567e+00,9.999444349093028483e-01,3.000027782545349169e+02
9.898989898989899672e+00,9.999497735131811504e-01,3.000025113243409578e+02
1.000000000000000000e+01,9.999545989039333449e-01,3.000022700548033754e+02
